'444','AYCHPTQRYDT7G','itNews_v2','231','1','1',' %s%sMy heart goes out to the souls lost today in Japan. My thoughts and prayers are with the families of those lost in this horrible tragedy.$$$Earthquake Strikes Japan$$$TOKYO, Japan$$$A powerful earthquake of magnitude 6.7 occurred in Japan before dawn on Monday, leaving %s people dead, and an undetermined number injured.$$$The quake, which hit at 5:42am, had an epicenter about 20 miles south of the city of Takasaki. A geographical survey reported the quake`s depth to be at 86 miles, and its tremors were felt nearly 1000 miles away.',,,'211','today','Jeff Smith','500','3',NULL,NULL,'wait'
'446','A1MSHA99BFVG1W','itNews_v2','237','1','1',' %s%sMy heart goes out to the souls lost today in Japan. My thoughts and prayers are with the families of those lost in this horrible tragedy.$$$Earthquake Strikes Japan$$$TOKYO, Japan$$$A powerful earthquake of magnitude 6.7 occurred in Japan before dawn on Monday, leaving %s people dead, and an undetermined number injured.$$$The quake, which hit at 5:42am, had an epicenter about 20 miles south of the city of Takasaki. A geographical survey reported the quake`s depth to be at 86 miles, and its tremors were felt nearly 1000 miles away.',,,'211','japan',,,'3',NULL,NULL,'wait'
'451','A1NJ1SLA2LL1GM','itNews_v2','244','1','2',' %s%sMy heart goes out to the souls lost today in Pakistan. My thoughts and prayers are with the families of those lost in this horrible tragedy.$$$Earthquake Strikes Pakistan$$$ISTANBUL, Pakistan$$$A powerful earthquake of magnitude 6.7 occurred in Pakistan before dawn on Monday, leaving %s people dead, and an undetermined number injured.$$$The quake, which hit at 5:42am, had an epicenter about 20 miles south of the city of Okara. A geographical survey reported the quake`s depth to be at 86 miles, and its tremors were felt nearly 1000 miles away.',,,'211','Pakistan',,,'3',NULL,NULL,'wait'
'453','A3QDU030HZ7BU0','itNews_v2','241','1','5',' %s%sMy heart goes out to the souls lost today in Russia. My thoughts and prayers are with the families of those lost in this horrible tragedy.$$$Earthquake Strikes Russia$$$MOSCOW, Russia$$$A powerful earthquake of magnitude 6.7 occurred in Russia before dawn on Monday, leaving %s people dead, and an undetermined number injured.$$$The quake, which hit at 5:42am, had an epicenter about 20 miles south of the city of Taganrog. A geographical survey reported the quake`s depth to be at 86 miles, and its tremors were felt nearly 1000 miles away.',,,'211','Russia','Jeffrey Smith','50','3',NULL,NULL,'wait'
'456','A1ONILGBGJ8Y5K','itNews_v2','245','1','3',' %s%sMy heart goes out to the souls lost today in Texas. My thoughts and prayers are with the families of those lost in this horrible tragedy.$$$Earthquake Strikes Texas$$$AUSTIN, Texas$$$A powerful earthquake of magnitude 6.7 occurred in Texas before dawn on Monday, leaving %s people dead, and an undetermined number injured.$$$The quake, which hit at 5:42am, had an epicenter about 20 miles south of the city of Brownsville. A geographical survey reported the quake`s depth to be at 86 miles, and its tremors were felt nearly 1000 miles away.',,,'211','Texas','jon','211','3',NULL,NULL,'wait'
'461','A3CUB03HWBTDYA','itNews_v2','248','1','0',' %s%sMy heart goes out to the souls lost today in Nigeria. My thoughts and prayers are with the families of those lost in this horrible tragedy.$$$Earthquake Strikes Nigeria$$$ABUJA, Nigeria$$$A powerful earthquake of magnitude 6.7 occurred in Nigeria before dawn on Monday, leaving %s people dead, and an undetermined number injured.$$$The quake, which hit at 5:42am, had an epicenter about 20 miles south of the city of Abuja. A geographical survey reported the quake`s depth to be at 86 miles, and its tremors were felt nearly 1000 miles away.',,,'211','Nigeria','mack','900','3',NULL,NULL,'wait'
'468','A38HFMRXB5Q13M','itNews_v2','252','1','4',' %s%sMy heart goes out to the souls lost today in France. My thoughts and prayers are with the families of those lost in this horrible tragedy.$$$Earthquake Strikes France$$$PARIS, France$$$A powerful earthquake of magnitude 6.7 occurred in France before dawn on Monday, leaving %s people dead, and an undetermined number injured.$$$The quake, which hit at 5:42am, had an epicenter about 20 miles south of the city of Rennes. A geographical survey reported the quake`s depth to be at 86 miles, and its tremors were felt nearly 1000 miles away.',,,'211','France','Jeffrey','211','3',NULL,NULL,'wait'
'470','A3D0O2BNWDQFXG','itNews_v2','247','1','5',' %s%sMy heart goes out to the souls lost today in Russia. My thoughts and prayers are with the families of those lost in this horrible tragedy.$$$Earthquake Strikes Russia$$$MOSCOW, Russia$$$A powerful earthquake of magnitude 6.7 occurred in Russia before dawn on Monday, leaving %s people dead, and an undetermined number injured.$$$The quake, which hit at 5:42am, had an epicenter about 20 miles south of the city of Taganrog. A geographical survey reported the quake`s depth to be at 86 miles, and its tremors were felt nearly 1000 miles away.',,,'211','Russia','John','3','3',NULL,NULL,'wait'
'496','ANBJ5DIMTXUZG','itNews_v2','249','1','1',' %s%sMy heart goes out to the souls lost today in Japan. My thoughts and prayers are with the families of those lost in this horrible tragedy.$$$Earthquake Strikes Japan$$$TOKYO, Japan$$$A powerful earthquake of magnitude 6.7 occurred in Japan before dawn on Monday, leaving %s people dead, and an undetermined number injured.$$$The quake, which hit at 5:42am, had an epicenter about 20 miles south of the city of Takasaki. A geographical survey reported the quake`s depth to be at 86 miles, and its tremors were felt nearly 1000 miles away.',,,'211','japan','jeff','20','3',NULL,NULL,'wait'
'501','A2X5GR8W3ODVGL','itNews_v2','243','1','1',' %s%sMy heart goes out to the souls lost today in Japan. My thoughts and prayers are with the families of those lost in this horrible tragedy.$$$Earthquake Strikes Japan$$$TOKYO, Japan$$$A powerful earthquake of magnitude 6.7 occurred in Japan before dawn on Monday, leaving %s people dead, and an undetermined number injured.$$$The quake, which hit at 5:42am, had an epicenter about 20 miles south of the city of Takasaki. A geographical survey reported the quake`s depth to be at 86 miles, and its tremors were felt nearly 1000 miles away.',,,'211','Japan',,'300','3',NULL,NULL,'wait'
'503','AZZDXA6TV6737','itNews_v2','251','1','3',' %s%sMy heart goes out to the souls lost today in Texas. My thoughts and prayers are with the families of those lost in this horrible tragedy.$$$Earthquake Strikes Texas$$$AUSTIN, Texas$$$A powerful earthquake of magnitude 6.7 occurred in Texas before dawn on Monday, leaving %s people dead, and an undetermined number injured.$$$The quake, which hit at 5:42am, had an epicenter about 20 miles south of the city of Brownsville. A geographical survey reported the quake`s depth to be at 86 miles, and its tremors were felt nearly 1000 miles away.',,,'211','Texas','Jeffery Smith','211','3',NULL,NULL,'wait'
'505','AVKLO1DLAB5RH','itNews_v2','253','1','5',' %s%sMy heart goes out to the souls lost today in Russia. My thoughts and prayers are with the families of those lost in this horrible tragedy.$$$Earthquake Strikes Russia$$$MOSCOW, Russia$$$A powerful earthquake of magnitude 6.7 occurred in Russia before dawn on Monday, leaving %s people dead, and an undetermined number injured.$$$The quake, which hit at 5:42am, had an epicenter about 20 miles south of the city of Taganrog. A geographical survey reported the quake`s depth to be at 86 miles, and its tremors were felt nearly 1000 miles away.',,,'211','Russia','Jeff Smith','0','3',NULL,NULL,'wait'
'508','A1ZRK6K5JUPJAV','itNews_v2','255','1','1',' %s%sMy heart goes out to the souls lost today in Japan. My thoughts and prayers are with the families of those lost in this horrible tragedy.$$$Earthquake Strikes Japan$$$TOKYO, Japan$$$A powerful earthquake of magnitude 6.7 occurred in Japan before dawn on Monday, leaving %s people dead, and an undetermined number injured.$$$The quake, which hit at 5:42am, had an epicenter about 20 miles south of the city of Takasaki. A geographical survey reported the quake`s depth to be at 86 miles, and its tremors were felt nearly 1000 miles away.',,,'211','Japan','no idea','211','3',NULL,NULL,'wait'
'510','A1ODWRBV7HFNL','itNews_v2','254','1','0',' %s%sMy heart goes out to the souls lost today in Nigeria. My thoughts and prayers are with the families of those lost in this horrible tragedy.$$$Earthquake Strikes Nigeria$$$ABUJA, Nigeria$$$A powerful earthquake of magnitude 6.7 occurred in Nigeria before dawn on Monday, leaving %s people dead, and an undetermined number injured.$$$The quake, which hit at 5:42am, had an epicenter about 20 miles south of the city of Abuja. A geographical survey reported the quake`s depth to be at 86 miles, and its tremors were felt nearly 1000 miles away.',,,'211','Nigeria','John','500','3',NULL,NULL,'wait'
'512','A395CIDZ1XLAVU','itNews_v2','256','1','2',' %s%sMy heart goes out to the souls lost today in Pakistan. My thoughts and prayers are with the families of those lost in this horrible tragedy.$$$Earthquake Strikes Pakistan$$$ISTANBUL, Pakistan$$$A powerful earthquake of magnitude 6.7 occurred in Pakistan before dawn on Monday, leaving %s people dead, and an undetermined number injured.$$$The quake, which hit at 5:42am, had an epicenter about 20 miles south of the city of Okara. A geographical survey reported the quake`s depth to be at 86 miles, and its tremors were felt nearly 1000 miles away.',,,'211','pakistan','jeffery','211','3',NULL,NULL,'wait'
'514','A2FPCCVXZWHGZF','itNews_v2','257','1','3',' %s%sMy heart goes out to the souls lost today in Texas. My thoughts and prayers are with the families of those lost in this horrible tragedy.$$$Earthquake Strikes Texas$$$AUSTIN, Texas$$$A powerful earthquake of magnitude 6.7 occurred in Texas before dawn on Monday, leaving %s people dead, and an undetermined number injured.$$$The quake, which hit at 5:42am, had an epicenter about 20 miles south of the city of Brownsville. A geographical survey reported the quake`s depth to be at 86 miles, and its tremors were felt nearly 1000 miles away.',,,'211','Texas','jeff','211','3',NULL,NULL,'wait'
'516','A3GPTSDDHJ2DBV','itNews_v2','258','1','4',' %s%sMy heart goes out to the souls lost today in France. My thoughts and prayers are with the families of those lost in this horrible tragedy.$$$Earthquake Strikes France$$$PARIS, France$$$A powerful earthquake of magnitude 6.7 occurred in France before dawn on Monday, leaving %s people dead, and an undetermined number injured.$$$The quake, which hit at 5:42am, had an epicenter about 20 miles south of the city of Rennes. A geographical survey reported the quake`s depth to be at 86 miles, and its tremors were felt nearly 1000 miles away.',,,'211','paris','dont know','100','3',NULL,NULL,'wait'
'519','A223BBAD3U6QFR','itNews_v2','259','1','5',' %s%sMy heart goes out to the souls lost today in Russia. My thoughts and prayers are with the families of those lost in this horrible tragedy.$$$Earthquake Strikes Russia$$$MOSCOW, Russia$$$A powerful earthquake of magnitude 6.7 occurred in Russia before dawn on Monday, leaving %s people dead, and an undetermined number injured.$$$The quake, which hit at 5:42am, had an epicenter about 20 miles south of the city of Taganrog. A geographical survey reported the quake`s depth to be at 86 miles, and its tremors were felt nearly 1000 miles away.',,,'211','Russia','Joh','400','3',NULL,NULL,'wait'
'522','A142UVY0NHR97M','itNews_v2','261','1','1',' %s%sMy heart goes out to the souls lost today in Japan. My thoughts and prayers are with the families of those lost in this horrible tragedy.$$$Earthquake Strikes Japan$$$TOKYO, Japan$$$A powerful earthquake of magnitude 6.7 occurred in Japan before dawn on Monday, leaving %s people dead, and an undetermined number injured.$$$The quake, which hit at 5:42am, had an epicenter about 20 miles south of the city of Takasaki. A geographical survey reported the quake`s depth to be at 86 miles, and its tremors were felt nearly 1000 miles away.',,,'211','Japan','Jason','350','3',NULL,NULL,'wait'
'525','AMBHQ6H27OXO5','itNews_v2','263','1','2',' %s%sMy heart goes out to the souls lost today in Pakistan. My thoughts and prayers are with the families of those lost in this horrible tragedy.$$$Earthquake Strikes Pakistan$$$ISTANBUL, Pakistan$$$A powerful earthquake of magnitude 6.7 occurred in Pakistan before dawn on Monday, leaving %s people dead, and an undetermined number injured.$$$The quake, which hit at 5:42am, had an epicenter about 20 miles south of the city of Okara. A geographical survey reported the quake`s depth to be at 86 miles, and its tremors were felt nearly 1000 miles away.',,,'211','Istanbul','Joe','1000','3',NULL,NULL,'wait'
'527','A26RO8GGTQAXGG','itNews_v2','260','1','0',' %s%sMy heart goes out to the souls lost today in Nigeria. My thoughts and prayers are with the families of those lost in this horrible tragedy.$$$Earthquake Strikes Nigeria$$$ABUJA, Nigeria$$$A powerful earthquake of magnitude 6.7 occurred in Nigeria before dawn on Monday, leaving %s people dead, and an undetermined number injured.$$$The quake, which hit at 5:42am, had an epicenter about 20 miles south of the city of Abuja. A geographical survey reported the quake`s depth to be at 86 miles, and its tremors were felt nearly 1000 miles away.',,,'211','nigeria','did not see','100','3',NULL,NULL,'wait'
'529','ARG0S7EP1DLA4','itNews_v2','262','1','2',' %s%sMy heart goes out to the souls lost today in Pakistan. My thoughts and prayers are with the families of those lost in this horrible tragedy.$$$Earthquake Strikes Pakistan$$$ISTANBUL, Pakistan$$$A powerful earthquake of magnitude 6.7 occurred in Pakistan before dawn on Monday, leaving %s people dead, and an undetermined number injured.$$$The quake, which hit at 5:42am, had an epicenter about 20 miles south of the city of Okara. A geographical survey reported the quake`s depth to be at 86 miles, and its tremors were felt nearly 1000 miles away.',,,'211','Pakistan','Jeffrey','12','3',NULL,NULL,'wait'
'531','A3BYIRMRLJXAD3','itNews_v2','264','1','4',' %s%sMy heart goes out to the souls lost today in France. My thoughts and prayers are with the families of those lost in this horrible tragedy.$$$Earthquake Strikes France$$$PARIS, France$$$A powerful earthquake of magnitude 6.7 occurred in France before dawn on Monday, leaving %s people dead, and an undetermined number injured.$$$The quake, which hit at 5:42am, had an epicenter about 20 miles south of the city of Rennes. A geographical survey reported the quake`s depth to be at 86 miles, and its tremors were felt nearly 1000 miles away.',,,'211','France','Lindsey','211','3',NULL,NULL,'wait'
'533','A3KNSTTC20KYLQ','itNews_v2','265','1','5',' %s%sMy heart goes out to the souls lost today in Russia. My thoughts and prayers are with the families of those lost in this horrible tragedy.$$$Earthquake Strikes Russia$$$MOSCOW, Russia$$$A powerful earthquake of magnitude 6.7 occurred in Russia before dawn on Monday, leaving %s people dead, and an undetermined number injured.$$$The quake, which hit at 5:42am, had an epicenter about 20 miles south of the city of Taganrog. A geographical survey reported the quake`s depth to be at 86 miles, and its tremors were felt nearly 1000 miles away.',,,'211','Russia','Justin','1000','3',NULL,NULL,'wait'
'536','AK7FDS2KRJZLA','itNews_v2','266','1','0',' %s%sMy heart goes out to the souls lost today in Nigeria. My thoughts and prayers are with the families of those lost in this horrible tragedy.$$$Earthquake Strikes Nigeria$$$ABUJA, Nigeria$$$A powerful earthquake of magnitude 6.7 occurred in Nigeria before dawn on Monday, leaving %s people dead, and an undetermined number injured.$$$The quake, which hit at 5:42am, had an epicenter about 20 miles south of the city of Abuja. A geographical survey reported the quake`s depth to be at 86 miles, and its tremors were felt nearly 1000 miles away.',,,'211','today','jeff smith','53','3',NULL,NULL,'wait'
'537','AKKOQBUDVTE08','itNews_v2','267','1','1',' %s%sMy heart goes out to the souls lost today in Japan. My thoughts and prayers are with the families of those lost in this horrible tragedy.$$$Earthquake Strikes Japan$$$TOKYO, Japan$$$A powerful earthquake of magnitude 6.7 occurred in Japan before dawn on Monday, leaving %s people dead, and an undetermined number injured.$$$The quake, which hit at 5:42am, had an epicenter about 20 miles south of the city of Takasaki. A geographical survey reported the quake`s depth to be at 86 miles, and its tremors were felt nearly 1000 miles away.',,,'211','Japan','John','356','3',NULL,NULL,'wait'
'541','A2IJ7FMI47IJB7','itNews_v2','269','1','3',' %s%sMy heart goes out to the souls lost today in Texas. My thoughts and prayers are with the families of those lost in this horrible tragedy.$$$Earthquake Strikes Texas$$$AUSTIN, Texas$$$A powerful earthquake of magnitude 6.7 occurred in Texas before dawn on Monday, leaving %s people dead, and an undetermined number injured.$$$The quake, which hit at 5:42am, had an epicenter about 20 miles south of the city of Brownsville. A geographical survey reported the quake`s depth to be at 86 miles, and its tremors were felt nearly 1000 miles away.',,,'211','Texas','Jeremy','4','3',NULL,NULL,'wait'
'543','AR5E0ZVWKJA95','itNews_v2','270','1','4',' %s%sMy heart goes out to the souls lost today in France. My thoughts and prayers are with the families of those lost in this horrible tragedy.$$$Earthquake Strikes France$$$PARIS, France$$$A powerful earthquake of magnitude 6.7 occurred in France before dawn on Monday, leaving %s people dead, and an undetermined number injured.$$$The quake, which hit at 5:42am, had an epicenter about 20 miles south of the city of Rennes. A geographical survey reported the quake`s depth to be at 86 miles, and its tremors were felt nearly 1000 miles away.',,,'211','France','no idea','241','3',NULL,NULL,'wait'
'545','A1BYP5OP3OZUZH','itNews_v2','271','1','5',' %s%sMy heart goes out to the souls lost today in Russia. My thoughts and prayers are with the families of those lost in this horrible tragedy.$$$Earthquake Strikes Russia$$$MOSCOW, Russia$$$A powerful earthquake of magnitude 6.7 occurred in Russia before dawn on Monday, leaving %s people dead, and an undetermined number injured.$$$The quake, which hit at 5:42am, had an epicenter about 20 miles south of the city of Taganrog. A geographical survey reported the quake`s depth to be at 86 miles, and its tremors were felt nearly 1000 miles away.',,,'211','Russia','Jeff','211','3',NULL,NULL,'wait'
'549','A5Z06L2TSE8IX','itNews_v2','274','1','2',' %s%sMy heart goes out to the souls lost today in Pakistan. My thoughts and prayers are with the families of those lost in this horrible tragedy.$$$Earthquake Strikes Pakistan$$$ISTANBUL, Pakistan$$$A powerful earthquake of magnitude 6.7 occurred in Pakistan before dawn on Monday, leaving %s people dead, and an undetermined number injured.$$$The quake, which hit at 5:42am, had an epicenter about 20 miles south of the city of Okara. A geographical survey reported the quake`s depth to be at 86 miles, and its tremors were felt nearly 1000 miles away.',,,'211','Pakastan','Jason','1000','3',NULL,NULL,'wait'
'552','A1OJQV5QT7FFAW','itNews_v2','272','1','0',' %s%sMy heart goes out to the souls lost today in Nigeria. My thoughts and prayers are with the families of those lost in this horrible tragedy.$$$Earthquake Strikes Nigeria$$$ABUJA, Nigeria$$$A powerful earthquake of magnitude 6.7 occurred in Nigeria before dawn on Monday, leaving %s people dead, and an undetermined number injured.$$$The quake, which hit at 5:42am, had an epicenter about 20 miles south of the city of Abuja. A geographical survey reported the quake`s depth to be at 86 miles, and its tremors were felt nearly 1000 miles away.',,,'211','NIGERIA','IDK','211','3',NULL,NULL,'wait'
'553','A3H48WP7WCC75V','itNews_v2','273','1','1',' %s%sMy heart goes out to the souls lost today in Japan. My thoughts and prayers are with the families of those lost in this horrible tragedy.$$$Earthquake Strikes Japan$$$TOKYO, Japan$$$A powerful earthquake of magnitude 6.7 occurred in Japan before dawn on Monday, leaving %s people dead, and an undetermined number injured.$$$The quake, which hit at 5:42am, had an epicenter about 20 miles south of the city of Takasaki. A geographical survey reported the quake`s depth to be at 86 miles, and its tremors were felt nearly 1000 miles away.',,,'211','Japan','Unsure','100','3',NULL,NULL,'wait'
'555','A1VSMPT1ILT912','itNews_v2','275','1','3',' %s%sMy heart goes out to the souls lost today in Texas. My thoughts and prayers are with the families of those lost in this horrible tragedy.$$$Earthquake Strikes Texas$$$AUSTIN, Texas$$$A powerful earthquake of magnitude 6.7 occurred in Texas before dawn on Monday, leaving %s people dead, and an undetermined number injured.$$$The quake, which hit at 5:42am, had an epicenter about 20 miles south of the city of Brownsville. A geographical survey reported the quake`s depth to be at 86 miles, and its tremors were felt nearly 1000 miles away.',,,'211','Austin','Jake','212','3',NULL,NULL,'wait'
